"Solum,Stefanie",Professor of Art,Art Department,"1991, B.A., University of Wisconsin, Madison","1995, M.A., University of California, Berkeley","2001, Ph.D., University of California, Berkeley"
"Souza,Steven P.",Senior Lecturer in Astronomy,Astronomy Department,"1973, B.S., Cooper Union",,"1979, Ph.D., State University of New York, Stony Brook"
"Spero,Patrick K.",Assistant Professor of History and Leadership Studies,History Department,"2000, B.A., James Madison University","2004, M.A., University of Pennsylvania","2009, Ph.D., University of Pennsylvania"
"Spindler,Fredrika I.",Richmond Visiting Professor of Philosophy,Philosophy Department,,,"1996, Ph.D., Paul Valery University"
"Stevenson,Doris J.","Lyell B. Clay Artist in Residence, Piano",Music Department,"1967, B.M., Arizona State University","1969, M.M., University of Southern California",
"Stoiciu,Mihai",Associate Professor of Mathematics,Mathematics and Statistics,"1999, B.S., University of Bucharest",,"2005, Ph.D., California Institute of Technology"
"Strait,Jefferson",Professor of Physics,Physics Department,"1975, A.B., Harvard University","1981, M.S., Brown University","1985, Ph.D., Brown University"
"Strauch,Frederick W.",Associate Professor of Physics,Physics Department,"1998, B.S., Loyola College",,"2004, Ph.D., University of Maryland"
"Strauch,Laura R.",Instructor in Chemistry,Chemistry Department,"1999, B.S., Loyola College",,
"Stroud,Catherine B.",Assistant Professor of Psychology,Psychology Department,"2002, B.A., University of Wisconsin, Madison","2006, M.A., State University of New York, Stony Broo","2009, Ph.D., State University of New York, Stony Brook"
"Sullivan,Erin L.","Assistant Professor of Physical Education, Head Men's Soccer Coach",Athletics Department,"1996, B.A., Williams College","2006, M.B.A., Western New England College",
"Swain,Alison M.",Assistant Professor of Physical Education and Head Coach of Women's Tennis,Athletics Department,"2001, B.A., Williams College","2006, M.Ed., University of Washington",
"Swamy,Anand V.",Professor of Economics,Economics Department,"1983, B.A., University of Delhi","1985, M.A., Delhi School of Economics","1993, Ph.D., Northwestern University"
"Swann,Karen E.",Morris Professor of Rhetoric,English Department,"1975, B.A., Oberlin College","1979, M.A., Cornell University","1983, Ph.D., Cornell University"
"Swift,Jane M.",Visiting Lecturer in Leadership Studies,Leadership Studies Program,"1987, B.A., Trinity College",,
"Swoap,Steven J.",Professor of Biology,Biology Department,"1990, B.A., Trinity University",,"1994, Ph.D., University of California, Irvine"
"Takenaga,Barbara E.",Mary A and William Wirt Warren Professor,Art Department,"1972, B.F.A., University of Colorado","1978, M.F.A., University of Colorado",
"Taurog,Rebecca E.",Assistant Professor of Chemistry,Chemistry Department,"2000, B.S., Brandeis University",,"2006, Ph.D., University of Michigan, Ann Arbor"
"Thoman Jr.,John W.",J. Hodge Markgraf Professor of Chemistry,Chemistry Department,"1982, B.A., Williams College",,"1987, Ph.D., Massachusetts Institute of Technology"
"Thorne,Christian",Associate Professor of English,English Department,"1995, B.A., Wesleyan University",,"2001, Ph.D., Duke University"
"Tifft,Stephen J.",Professor of English,English Department,"1975, B.A., Harvard University","1976, M.A., Cornell University","1984, Ph.D., Cornell University"
"Timberlake,Anicia C.",C3 Mellon Postdoctoral Fellow in Music,Music Department,"2005, A.B., Harvard University","2010, M.A., University of California, Berkeley","2015, Ph.D., University of California, Berkeley"
"Ting,Claire S.",Professor of Biology,Biology Department,"1986, B.A., Yale University","1989, M.S., Cornell University","1994, Ph.D., Cornell University"
"Traven,David J.",Visiting Assistant Professor of Political Science,Political Science Department,"2004, B.A., Ohio State University","2006, M.A., Ohio State University","2013, Ph.D., Ohio State University"
"Truman,Edwin M.",Visiting Professor of Economics,Economics Department,"1963, B.A., Amherst College","1964, M.A., Yale University","1967, Ph.D., Yale University"
"Tucker-Smith,David R.",Chair and Professor of Physics,Physics Department,"1995, B.A., Amherst College",,"2001, Ph.D., University of California, Berkeley"
"Turner,Damian L.",Assistant Professor of Biology,Biology Department,"2004, B.S., Morgan State University",,"2010, Ph.D., University of Connecticut"
"Vandiver,Joshua J.",Visiting Assistant Professor of Political Science,Political Science Department,"2004, A.B., Harvard University","2007, M.A., Princeton University","2012, Ph.D., Princeton University"
"Vargas,Armando",Assistant Professor in the Program of Comparative Literature,Comparative Literature Program,"1992, B.S., Georgetown University","1995, A.M., Harvard University","2006, Ph.D., University of California, Berkeley"
"Vasiliauskas,Emily K.",Assistant Professor of English,English Department,"2007, A.B., Harvard University","2009, M.A., London University","2015, Ph.D., Princeton University"
"Vena,Natalie B.",Gaius Charles Bolin Fellow in Anthropology and Environmental Studies,Anthropology and Sociology,"2004, B.A., Williams College","2005, M.Phil., University of Cambridge",
"Wadsworth,Zachary R.",Assistant Professor of Music,Music Department,"2005, B.M., University of Rochester","2007, M.M., Yale University","2012, D.M.A., Cornell University"
"Wagner,William G.",Brown Professor of History,History Department,"1974, B.Phil., Oxford University",,"1981, Ph.D., Oxford University"
"Wang,Dorothy J.",Associate Professor of American Studies and Faculty Affiliate in English,American Studies Program,"1985, B.A., Duke University","1993, M.A., Johns Hopkins University","1998, Ph.D., University of California, Berkeley"
"Waters,Christopher M.",Hans W. Gatzke '38 Professor of Modern European History,History Department,"1977, B.A., California State University, Long Beach","1979, M.A., Harvard University","1985, Ph.D., Harvard University"
"Watson,Tara E.",Associate Professor of Economics,Economics Department,"1996, B.A., Wesleyan University",,"2003, Ph.D., Harvard University"
"Wells,Bradley C.","Lyell B. Clay Artist in Residence and Director of Choral/Vocal Activities, Lecturer in Music",Music Department,"1984, B.A., Principia College","1998, M.M.A., Yale University","2005, D.M.A., Yale University"
"Wells,Peter S.","Assistant Professor of Physical Education, Coordinator of Men's and Women's Crew, and Head Coach of Men's Crew",Athletics Department,"1979, B.A., Williams College",,
"Whalen,Carmen T.",Professor of History,History Department,"1985, B.A., Hampshire College","1989, M.A., Rutgers University","1994, Ph.D., Rutgers University"
"White,Alan E.",Mark Hopkins Professor of Philosophy,Philosophy Department,"1972, B.A., Tulane University","1976, M.A., Pennsylvania State University","1980, Ph.D., Pennsylvania State University"
"Wilcox,Amanda R.",Chair and Associate Professor of Classics,Classics Department,"1996, B.A., Reed College","1999, M.A., University of Pennsylvania","2002, Ph.D., University of Pennsylvania"
"Williams,Heather",William Dwight Whitney Professor of Biology,Biology Department,"1977, A.B., Bowdoin College",,"1985, Ph.D., Rockefeller University"
"Williams,Mason B.",Visiting Assistant Professor of Leadership Studies,Leadership Studies Program,"2006, B.A., Princeton University","2009, M.A., Columbia University","2012, Ph.D., Columbia University"
"Williamson,Lauren L.",Visiting Assistant Professor of Psychology,Psychology Department,"2007, B.A., Williams College",,"2014, Ph.D., Duke University"
"Winters,Amy Gehring",Chair and  Professor of Chemistry,Chemistry Department,"1994, B.A., Williams College",,"1998, Ph.D., Harvard University"
"Wobus,Reinhard A.",Edna McConnell Clark Professor of Geology,Geosciences Department,"1962, B.A., Washington University","1963, M.A., Harvard University","1966, Ph.D., Stanford University"
"Wong,Kevin S.",James Phinney Baxter III Professor of History and Public Affairs,History Department,"1976, B.A., Rutgers University","1979, M.A., University of Michigan","1992, Ph.D., University of Michigan"
"Wood,James B.",Charles R. Keller Professor of History,History Department,"1968, B.A., Eckerd College","1985, M.A., Antioch New England Grad School","1973, Ph.D., Emory University"
"Wootters,William K.",Barclay Jermain Professor of Natural Philosophy,Physics Department,"1973, B.S., Stanford University",,"1980, Ph.D., University of Texas, Austin"
"Yamamoto,Kasumi",Professor of Japanese,Asian Studies Department,"1980, B.A., Aoyama Gakuin University","1994, M.A., Cornell University","2000, Ph.D., Cornell University"
"Yesnowitz,Joshua C.",Visiting Assistant Professor of Political Science,Political Science Department,"2001, B.A., Skidmore College","2003, M.A., Boston College","2014, Ph.D., Boston University"
"Yu,Li",Chair and Associate Professor of Chinese,Asian Studies Department,"1994, B.A., East China Normal University","1997, M.A., Ohio State University","2003, Ph.D., Ohio State University"
"Zaki,Safa R.",Professor of Psychology,Psychology Department,"1989, B.A., American University","1993, M.A., Arizona State University","1996, Ph.D., Arizona State University"
"Zimmerberg,Betty",Howard B. Schow '50 and Nan W. Schow Professor of Neuroscience,Psychology Department,"1971, B.A., Harvard University",,"1976, Ph.D., City University of New York"
"Zimmerman,David J.",Professor of Economics and Orrin Sage Professor of Political Economy,Economics Department,"1985, B.A., University of Toronto","1987, M.A., Princeton University","1992, Ph.D., Princeton University"
"van Ginhoven,Kristen M.",Visiting Lecturer in Theatre,Theatre Department,"2003, B.Ed., Queen's University","2010, M.A., Emerson College",
"van de Stadt,Juana M.",Professor of Russian,German and Russian Department,"1988, B.A., Amherst College","1994, M.A., University of Wisconsin, Madison","2000, Ph.D., University of Wisconsin, Madison"
